,Keyword,Position,Volume,Difficulty,Page URL inside,SERP Features,Website,Coefficient
19530,automated emailing,66,400,39,,"Adwords top, Sitelinks, People also ask, Adwords bottom",klavio.com,10.256410256410257
19630,can you send automated text messages,55,30,9,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",klavio.com,3.3333333333333335
19673,automation direct careers,59,60,1,,"Top stories, Thumbnail",klavio.com,60.0
20137,automated sms messages,58,20,15,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",klavio.com,1.3333333333333333
20177,automations direct,61,40,12,,"Sitelinks, Video",klavio.com,3.3333333333333335
20185,send automated text messages,61,40,12,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",klavio.com,3.3333333333333335
20614,automation ideas inc,62,20,1,,"Sitelinks, Image pack, Video",klavio.com,20.0
20675,automation game.com,67,70,16,,"Sitelinks, Top stories, Thumbnail",klavio.com,4.375
20684,automated birthday emails,66,60,2,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, Adwords bottom",klavio.com,30.0
20759,marketing automation canada,60,10,1,,"Adwords top, Sitelinks, Image pack, Adwords bottom",klavio.com,10.0
20858,marketing automation institute,61,10,7,,"People also ask, Top stories, Thumbnail, Image pack, Adwords bottom, Sitelinks",klavio.com,1.4285714285714286
20895,send an automated text message,63,20,11,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",klavio.com,1.8181818181818181
21035,mail automation,70,70,10,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Adwords bottom",klavio.com,7.0
21236,automation basics,69,40,3,,"Top stories, Thumbnail, Sitelinks, People also ask, Video",klavio.com,13.333333333333334
21302,automation website,68,30,34,,"Adwords top, Sitelinks, People also ask, Knowledge panel",klavio.com,0.8823529411764706
21368,automated online business,73,80,5,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Image pack, Adwords bottom",klavio.com,16.0
21477,automatic send text messages,74,80,11,,"Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Thumbnail",klavio.com,7.2727272727272725
21629,benchmark automation,78,150,1,,"Sitelinks, Top stories, Thumbnail",klavio.com,150.0
21704,library automations,76,90,3,,"People also ask, Sitelinks, Top stories, Thumbnail",klavio.com,30.0
21912,send automated emails,79,100,21,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",klavio.com,4.761904761904762
21928,automated text message,83,900,5,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, Adwords bottom",klavio.com,180.0
21986,how to send automated texts,79,100,9,,"Adwords top, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom, Sitelinks",klavio.com,11.11111111111111
22017,send automated texts,76,60,8,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",klavio.com,7.5
22063,send automated text,75,40,6,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Adwords bottom",klavio.com,6.666666666666667
22337,automation mail,77,40,28,,"Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Thumbnail, Adwords bottom",klavio.com,1.4285714285714286
22426,automation game demo,80,70,7,,"Sitelinks, Top stories, Thumbnail, Video",klavio.com,10.0
22838,send automated message to phone,76,10,10,,"Featured snippet, People also ask, Top stories, Thumbnail",klavio.com,1.0
22864,automation plan,76,10,6,,"People also ask, Image pack, Top stories, Thumbnail",klavio.com,1.6666666666666667
23608,how to launch an automatic,92,150,1,,"Featured snippet, Thumbnail, Top stories, People also ask",klavio.com,150.0
23719,automations crossword,91,90,1,,"Featured snippet, Thumbnail, Video",klavio.com,90.0
23807,npr automation,87,30,36,,"People also ask, Top stories, Thumbnail",klavio.com,0.8333333333333334
23905,marketing automation software reviews,87,20,40,,"Adwords top, Sitelinks, Knowledge card, People also ask, Top stories, Thumbnail, Adwords bottom",klavio.com,0.5
24018,automated text messages,92,60,4,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Image pack, Top stories, Adwords bottom",klavio.com,15.0
24152,islands of automation,91,40,1,,"Image pack, Video",klavio.com,40.0
24235,client automation,88,20,1,,"Top stories, Thumbnail, Adwords bottom, Sitelinks, Image pack",klavio.com,20.0
24247,automation strategies,94,70,1,,"Featured snippet, People also ask, Top stories, Thumbnail, Image pack",klavio.com,70.0
24250,automated marketing group,94,70,1,,"Adwords top, Sitelinks, Adwords bottom",klavio.com,70.0
24297,customer retention automation,89,20,1,,"Top stories, Thumbnail",klavio.com,20.0
24303,marketing automation market,89,20,36,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Image pack, Top stories, Adwords bottom",klavio.com,0.5555555555555556
24497,automatic sms sending,101,200,7,,"Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Thumbnail, Adwords bottom",klavio.com,28.571428571428573
24542,automated blog software,95,50,6,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Adwords bottom",klavio.com,8.333333333333334
24576,automated emails,100,250,26,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Adwords bottom",klavio.com,9.615384615384615
24709,automatically send text messages,96,50,12,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",klavio.com,4.166666666666667
24849,automatic generated email,101,100,2,,"Featured snippet, Thumbnail, People also ask, Sitelinks, Image pack, Top stories",klavio.com,50.0
24938,automated text messaging,97,40,21,,"Adwords top, People also ask, Sitelinks, Adwords bottom",klavio.com,1.9047619047619047
25063,automation strategy,102,80,3,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",klavio.com,26.666666666666668
25144,automated sms service,100,40,30,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Adwords bottom",klavio.com,1.3333333333333333
25165,automated mail system,101,50,12,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",klavio.com,4.166666666666667
25218,act automation,96,10,2,,"Sitelinks, Top stories, Thumbnail",klavio.com,5.0
25313,kl automation,98,20,1,,"Top stories, Thumbnail, Image pack",klavio.com,20.0
25422,automated text message software,101,10,27,,"Featured snippet, People also ask, Sitelinks",klavio.com,0.37037037037037035
28268,ecommerce marketing automation,17,80,17,,"Sitelinks, Top stories, Thumbnail, Adwords bottom, Knowledge panel",springbot.com,4.705882352941177
28343,e commerce marketing automation,19,40,15,,"Sitelinks, Adwords bottom, Knowledge panel",springbot.com,2.6666666666666665
28362,marketing automation ecommerce,21,50,19,,"Adwords top, Sitelinks, Adwords bottom, Knowledge panel",springbot.com,2.6315789473684212
28487,woocommerce marketing automation,22,20,19,,"Adwords top, Sitelinks, Top stories, Thumbnail, Adwords bottom",springbot.com,1.0526315789473684
28499,shopify automation,27,40,4,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",springbot.com,10.0
28532,social marketing automation,24,20,32,,"Adwords top, Sitelinks, People also ask, Adwords bottom, Knowledge panel",springbot.com,0.625
28561,woocommerce automation,25,10,24,,"Sitelinks, Top stories, Thumbnail, Adwords bottom",springbot.com,0.4166666666666667
28618,automation agency login,31,30,39,,Sitelinks,springbot.com,0.7692307692307693
28735,facebook marketing automation,37,40,12,,"Top stories, Thumbnail, Image pack",springbot.com,3.3333333333333335
28834,automations,46,900,33,,"Knowledge card, Sitelinks, Top stories, Thumbnail, People also ask",springbot.com,27.272727272727273
28896,social media marketing automation,47,90,38,,"Adwords top, Sitelinks, People also ask, Adwords bottom, Knowledge panel",springbot.com,2.3684210526315788
29118,shopify automated emails,52,50,6,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",springbot.com,8.333333333333334
29233,marketing automation atlanta,51,20,1,,"Adwords top, Sitelinks, Featured snippet, Image pack, Video, Adwords bottom",springbot.com,20.0
29312,digital marketing automation,63,150,31,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",springbot.com,4.838709677419355
29341,discount home automation coupon code,55,20,8,,"Video, Image pack",springbot.com,2.5
29372,smb marketing automation,59,40,21,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Adwords bottom",springbot.com,1.9047619047619047
29469,ecommerce email marketing automation,62,40,39,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Adwords bottom",springbot.com,1.0256410256410255
29484,marketing automation features,61,30,3,,"Featured snippet, Image pack, People also ask, Top stories, Thumbnail, Adwords bottom, Sitelinks",springbot.com,10.0
29827,automated marketing solutions,79,150,8,,"Adwords top, Sitelinks, People also ask, Image pack, Thumbnail",springbot.com,18.75
29868,automated social media marketing software,75,40,39,,"Sitelinks, People also ask, Adwords bottom",springbot.com,1.0256410256410255
29931,ecommerce automation,78,50,10,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, Adwords bottom",springbot.com,5.0
29933,mailchimp automation api,71,10,24,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",springbot.com,0.4166666666666667
30151,data automation software,79,10,12,,"Adwords top, Sitelinks, People also ask, Adwords bottom",springbot.com,0.8333333333333334
30221,spring automation,85,30,1,,"Sitelinks, Top stories, Thumbnail, Image pack",springbot.com,30.0
30241,online marketing automation,90,80,31,,"Adwords top, Sitelinks, People also ask, Adwords bottom",springbot.com,2.5806451612903225
30258,advertising automation,84,20,6,,"Top stories, Thumbnail, Adwords bottom, Sitelinks, Knowledge panel",springbot.com,3.3333333333333335
30333,facebook automation software,93,80,9,,"Adwords top, Featured snippet, Thumbnail, Sitelinks, Top stories, Video, People also ask, Adwords bottom",springbot.com,8.88888888888889
30401,automated bot software,93,50,36,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",springbot.com,1.3888888888888888
30444,marketing automation analytics,89,20,12,,"Adwords top, Sitelinks, People also ask, Adwords bottom",springbot.com,1.6666666666666667
30537,bot home automation inc,101,100,3,,"Sitelinks, People also ask, Video, Image pack",springbot.com,33.333333333333336
30546,marketing automation careers,91,10,1,,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom",springbot.com,10.0
31307,facebook automated ads,40,70,13,,"Top stories, Thumbnail, People also ask, Image pack",,5.384615384615385
31536,facebook ad automation,61,30,13,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",,2.3076923076923075
31544,automated ads,64,50,9,,"Adwords top, Sitelinks, Top stories, Thumbnail, Adwords bottom",,5.555555555555555
31606,creative automation,77,300,3,,"Sitelinks, Image pack",,100.0
31619,automated prospecting,68,20,2,,"People also ask, Adwords bottom, Sitelinks",,10.0
31629,automate facebook ads,71,30,12,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",,2.5
31639,facebook ads automation,76,80,10,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",,8.0
31751,facebook marketing automation software,85,10,17,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack, Adwords bottom",,0.5882352941176471
31755,twitter automation software,94,80,6,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Adwords bottom",,13.333333333333334
31793,creative automation company,92,20,3,,"Sitelinks, Image pack, Video",,6.666666666666667
