,Keyword,Position,Volume,Difficulty,Page URL inside,SERP Features,Website,Coefficient
2380,animated text maker,34,350,13,,"Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",bannersnack.com,26.923076923076923
2532,picture movie maker with music,58,350,36,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Adwords bottom",bannersnack.com,9.722222222222221
2642,online birthday card maker,12,350,24,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",bannersnack.com,14.583333333333334
2711,keep calm and carry on maker,6,350,25,,"Adwords top, Sitelinks, People also ask, Video",bannersnack.com,14.0
2755,best free gif maker,32,300,36,,"Featured snippet, Thumbnail, People also ask, Top stories",bannersnack.com,8.333333333333334
2847,photos maker apps,91,300,37,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",bannersnack.com,8.108108108108109
2894,video ad maker,8,300,18,Video,"Adwords top, Sitelinks, Thumbnail, Video, People also ask, Adwords bottom",bannersnack.com,16.666666666666668
2895,campaign poster maker,37,300,4,,"People also ask, Top stories, Thumbnail, Image pack",bannersnack.com,75.0
2929,text video maker,76,300,31,,"Adwords top, Sitelinks, People also ask, Video, Image pack",bannersnack.com,9.67741935483871
2980,photo maker app,67,300,33,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Knowledge panel",bannersnack.com,9.090909090909092
2987,newspaper maker for students,53,300,17,,"Image pack, Video",bannersnack.com,17.647058823529413
3072,baby maker with two pictures,81,300,36,,Sitelinks,bannersnack.com,8.333333333333334
3179,best free label maker software,21,300,22,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",bannersnack.com,13.636363636363637
3332,picture maker app,58,300,39,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",bannersnack.com,7.6923076923076925
3383,photo video maker free download,53,250,32,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Video, Adwords bottom",bannersnack.com,7.8125
3447,ecard maker free,12,250,25,,"Adwords top, Sitelinks, People also ask, Video, Adwords bottom",bannersnack.com,10.0
3464,video and photo video maker,59,250,40,,"Adwords top, Sitelinks, Video, People also ask, Image pack",bannersnack.com,6.25
3563,video makers magazine,17,250,8,,"Adwords top, Sitelinks, Top stories, Thumbnail, Adwords bottom",bannersnack.com,31.25
3598,sliders makers,6,250,36,,"Top stories, Thumbnail, Image pack, Adwords bottom, Sitelinks",bannersnack.com,6.944444444444445
3662,best gif maker software,37,250,39,,"Knowledge card, People also ask, Top stories, Thumbnail",bannersnack.com,6.410256410256411
3814,free bookmark maker,2,250,12,,"Adwords top, Sitelinks, Image pack, People also ask, Top stories, Thumbnail",bannersnack.com,20.833333333333332
3871,free online slideshow maker no watermark,11,250,28,,"Adwords top, Sitelinks, People also ask, Video, Thumbnail, Image pack",bannersnack.com,8.928571428571429
3928,text animation maker,21,250,14,,"Top stories, Thumbnail, People also ask, Knowledge panel",bannersnack.com,17.857142857142858
3977,free online magazine maker,56,250,34,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Adwords bottom",bannersnack.com,7.352941176470588
4032,clothing tag maker,84,250,25,,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Top stories, Image pack",bannersnack.com,10.0
4069,photo maker with music,32,250,29,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Knowledge panel",bannersnack.com,8.620689655172415
4072,baby photo maker,68,250,24,,Sitelinks,bannersnack.com,10.416666666666666
4132,free promotional video maker,72,250,36,,"Adwords top, Sitelinks, Video, People also ask, Adwords bottom",bannersnack.com,6.944444444444445
4235,free online greeting card maker,10,250,39,,"Sitelinks, People also ask",bannersnack.com,6.410256410256411
4252,baby maker picture,100,200,35,,"Sitelinks, Image pack, Video",bannersnack.com,5.714285714285714
4285,album collage maker,72,200,28,,"People also ask, Top stories, Thumbnail, Image pack",bannersnack.com,7.142857142857143
4350,social media post maker,89,200,30,Image pack,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Image pack, Adwords bottom",bannersnack.com,6.666666666666667
4356,political sign maker,66,200,12,,"Adwords top, Sitelinks, Image pack, Adwords bottom, Shopping results, Thumbnail",bannersnack.com,16.666666666666668
4395,campaign sign maker,70,200,12,,"Adwords top, Sitelinks, Image pack, Adwords bottom, Shopping results, Thumbnail",bannersnack.com,16.666666666666668
4412,campaign logo maker,62,200,1,,"Adwords top, Sitelinks, Image pack, Video, Adwords bottom",bannersnack.com,200.0
4504,free social media video maker,67,200,19,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",bannersnack.com,10.526315789473685
4541,best slideshow maker app,53,200,11,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Video, Adwords bottom",bannersnack.com,18.181818181818183
4615,online christmas card makers,37,200,30,,"Shopping results, Thumbnail, Adwords top, People also ask, Image pack, Top stories, Adwords bottom, Sitelinks",bannersnack.com,6.666666666666667
4647,alin maker,6,200,1,,Image pack,bannersnack.com,200.0
4678,adobe flyer maker,64,200,35,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",bannersnack.com,5.714285714285714
4715,slider maker,13,200,23,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Top stories, Image pack, Video",bannersnack.com,8.695652173913043
4716,word gif maker,12,200,24,,"People also ask, Top stories, Thumbnail, Image pack",bannersnack.com,8.333333333333334
4747,3d photo maker,98,200,8,,"Shopping results, Thumbnail, People also ask, Video, Image pack",bannersnack.com,25.0
4762,slideshow maker app,27,200,8,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",bannersnack.com,25.0
4972,free photo album maker,94,200,12,,"Adwords top, Featured snippet, Thumbnail, People also ask, Sitelinks, Top stories",bannersnack.com,16.666666666666668
4987,text invitation maker,49,200,24,,"Adwords top, Sitelinks, People also ask, Video, Thumbnail, Image pack, Shopping results",bannersnack.com,8.333333333333334
4995,animation logo maker,98,200,12,,"Adwords top, Sitelinks, Top stories, Thumbnail, Video, Adwords bottom, Knowledge panel",bannersnack.com,16.666666666666668
5000,show maker,77,200,4,,"Sitelinks, Top stories, Thumbnail, Video",bannersnack.com,50.0
5015,label maker program,82,200,27,,"Shopping results, Thumbnail, People also ask, Top stories, Knowledge panel",bannersnack.com,7.407407407407407
5017,3d picture maker,74,200,21,,"Shopping results, Thumbnail, People also ask, Top stories",bannersnack.com,9.523809523809524
5063,gift tag maker,18,200,9,,"Sitelinks, Top stories, Thumbnail",bannersnack.com,22.22222222222222
5127,gif caption maker,85,200,39,,"Image pack, People also ask, Sitelinks, Top stories, Thumbnail",bannersnack.com,5.128205128205129
5148,magazine maker software free download,62,200,2,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Adwords bottom, Shopping results",bannersnack.com,100.0
5216,panorama maker online,68,200,38,,"Sitelinks, People also ask",bannersnack.com,5.2631578947368425
5240,roblox ad maker,3,200,3,,"Adwords top, Sitelinks, Video, Image pack, People also ask, Thumbnail",bannersnack.com,66.66666666666667
5252,keep calm poster maker,10,200,16,,"Adwords top, Sitelinks, Image pack, Video",bannersnack.com,12.5
5524,do not interact banner maker,12,200,7,,Image pack,bannersnack.com,28.571428571428573
5700,online vision board maker,77,150,12,,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack",bannersnack.com,12.5
5726,keep calm maker app,4,150,13,,Video,bannersnack.com,11.538461538461538
5733,social media video maker,92,150,11,,"Adwords top, Sitelinks, Video, People also ask, Thumbnail, Adwords bottom",bannersnack.com,13.636363636363637
5775,video song maker,79,150,27,,"Video, People also ask, Adwords bottom",bannersnack.com,5.555555555555555
5787,successes maker login,82,150,24,,Video,bannersnack.com,6.25
5803,keep calm tshirt maker,34,150,9,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Image pack, People also ask, Video",bannersnack.com,16.666666666666668
5856,photo video maker with music,61,150,30,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack, Adwords bottom",bannersnack.com,5.0
5937,best video slideshow maker,46,150,24,,"Adwords top, Sitelinks, Featured snippet, People also ask, Video",bannersnack.com,6.25
5961,spinning gif maker,13,150,23,,"Top stories, Thumbnail, People also ask, Image pack",bannersnack.com,6.521739130434782
6003,best slideshow maker with music,45,150,36,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Video, Adwords bottom, Shopping results",bannersnack.com,4.166666666666667
6022,free magazine maker,57,150,39,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",bannersnack.com,3.8461538461538463
6142,video advertisement maker,10,150,18,Video,"Adwords top, Sitelinks, Thumbnail, People also ask, Video, Image pack",bannersnack.com,8.333333333333334
6212,shop maker,36,150,31,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack, Adwords bottom",bannersnack.com,4.838709677419355
6218,collage maker with music,91,150,23,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",bannersnack.com,6.521739130434782
6255,gif maker with music,16,150,3,,"People also ask, Top stories, Thumbnail, Image pack",bannersnack.com,50.0
6332,happy birthday card maker,15,150,24,,"Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",bannersnack.com,6.25
6401,best photo video maker,72,150,18,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",bannersnack.com,8.333333333333334
6406,photo to video maker,38,150,36,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack, Adwords bottom",bannersnack.com,4.166666666666667
6435,image to video maker,41,150,24,,"Adwords top, Sitelinks, Video, People also ask, Image pack, Adwords bottom",bannersnack.com,6.25
6503,google photo slideshow maker,28,150,9,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack, Adwords bottom",bannersnack.com,16.666666666666668
6521,photo collage maker with music,92,150,34,,"Top stories, Thumbnail, People also ask, Image pack",bannersnack.com,4.411764705882353
6556,price tag maker,101,150,19,,"Shopping results, Thumbnail, Adwords top, Top stories, People also ask, Sitelinks, Knowledge panel",bannersnack.com,7.894736842105263
6571,gif slideshow maker,16,150,4,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Adwords bottom",bannersnack.com,37.5
6591,big text maker,77,150,27,,People also ask,bannersnack.com,5.555555555555555
6964,animated wallpapers maker,59,150,12,,"Top stories, Thumbnail, Video, Knowledge panel",bannersnack.com,12.5
7037,animation wallpaper maker,87,150,7,,"Image pack, Top stories, Thumbnail, Video",bannersnack.com,21.428571428571427
7190,photo and video maker,41,150,22,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack, Adwords bottom",bannersnack.com,6.818181818181818
7215,political logo maker,51,150,1,,"Adwords top, Sitelinks, Video, Adwords bottom, Knowledge panel",bannersnack.com,150.0
7294,postcard maker app,5,150,20,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Shopping results",bannersnack.com,7.5
7376,label maker programs,38,150,22,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Image pack, Adwords bottom",bannersnack.com,6.818181818181818
7390,inspiration board maker,3,150,30,,"People also ask, Top stories, Thumbnail, Knowledge panel",bannersnack.com,5.0
7437,magazine maker software,95,150,38,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Shopping results, Knowledge panel",bannersnack.com,3.9473684210526314
7474,flag gif maker,19,150,3,,"Top stories, Thumbnail, Image pack",bannersnack.com,50.0
7560,waving flag gif maker,50,150,1,,"Top stories, Thumbnail",bannersnack.com,150.0
7615,political sign makers,96,150,35,,"Adwords top, Sitelinks, Adwords bottom, Shopping results, Thumbnail",bannersnack.com,4.285714285714286
7652,podcast logo maker,17,150,18,,"Adwords top, Sitelinks, People also ask, Video, Adwords bottom",bannersnack.com,8.333333333333334
7754,free slideshow maker no watermark,14,100,21,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Video, Adwords bottom",bannersnack.com,4.761904761904762
7787,wedding invitation card maker,89,100,27,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Shopping results, Knowledge panel",bannersnack.com,3.7037037037037037
7813,spinning logo maker,83,100,12,,"Adwords top, Sitelinks, Top stories, Thumbnail, Adwords bottom",bannersnack.com,8.333333333333334
7900,discord account maker,36,100,1,,"Sitelinks, Top stories, Thumbnail, People also ask",bannersnack.com,100.0
7972,advertisement video maker,8,100,30,,"Adwords top, Sitelinks, Thumbnail, People also ask, Video, Adwords bottom",bannersnack.com,3.3333333333333335
8063,best gif makers,27,100,36,,"Knowledge card, People also ask, Top stories, Thumbnail",bannersnack.com,2.7777777777777777
8084,best slide show maker,40,100,25,,"Featured snippet, People also ask, Video",bannersnack.com,4.0
8113,keep calm maker free,2,100,13,,"Sitelinks, People also ask, Video",bannersnack.com,7.6923076923076925
8147,video maker magazine,57,100,11,,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack",bannersnack.com,9.090909090909092
8152,tag maker online,14,100,21,,"People also ask, Top stories, Thumbnail, Video",bannersnack.com,4.761904761904762
8156,text photo maker,15,100,29,,"Sitelinks, People also ask, Top stories, Thumbnail",bannersnack.com,3.4482758620689653
8163,etsy cover photo maker,25,100,5,Image pack,"People also ask, Top stories, Thumbnail, Image pack, Video",bannersnack.com,20.0
8165,label maker software free,27,100,31,,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Top stories",bannersnack.com,3.225806451612903
8245,top 10 slideshow maker software,57,100,25,,"Shopping results, Thumbnail, Featured snippet, Top stories, Video, Adwords bottom, Sitelinks",bannersnack.com,4.0
8386,word video maker,89,100,39,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",bannersnack.com,2.5641025641025643
8465,mp4 to gif maker,61,100,28,,"Featured snippet, Sitelinks, Top stories, Thumbnail, People also ask",bannersnack.com,3.5714285714285716
8498,free invitation maker app,17,100,36,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Adwords bottom",bannersnack.com,2.7777777777777777
8512,happy bday card maker,15,100,14,,"Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",bannersnack.com,7.142857142857143
8552,label maker software freeware,37,100,19,,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Top stories, Adwords bottom",bannersnack.com,5.2631578947368425
8803,movie maker templates,99,100,1,,"Video, Image pack, Adwords bottom, Sitelinks",bannersnack.com,100.0
8958,free graduation invitation maker,30,100,19,,"Adwords top, Sitelinks, People also ask, Video, Adwords bottom, Shopping results, Thumbnail",bannersnack.com,5.2631578947368425
9000,collage maker album,70,100,20,,"People also ask, Image pack, Top stories, Thumbnail",bannersnack.com,5.0
9025,collage video maker,93,100,27,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",bannersnack.com,3.7037037037037037
9043,video maker with pictures,27,100,23,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack, Adwords bottom",bannersnack.com,4.3478260869565215
9082,best free slideshow maker app,37,100,23,,"Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Thumbnail, Video",bannersnack.com,4.3478260869565215
9220,free gif maker app,53,100,30,,People also ask,bannersnack.com,3.3333333333333335
9318,snack boardmaker,21,100,1,,Thumbnail,bannersnack.com,100.0
9362,name label maker,35,100,28,,"Shopping results, Thumbnail, Sitelinks, Top stories, People also ask, Knowledge panel",bannersnack.com,3.5714285714285716
9430,free ecards maker,77,100,28,Image pack,"Adwords top, Sitelinks, People also ask, Video, Image pack, Adwords bottom",bannersnack.com,3.5714285714285716
9431,online thank you card maker,19,100,12,,"Adwords top, Sitelinks, People also ask, Image pack",bannersnack.com,8.333333333333334
9473,fake news video maker,55,100,2,,"Video, Image pack",bannersnack.com,50.0
9510,slideshow maker app with music,48,100,25,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",bannersnack.com,4.0
21537,gif maker with text,76,100,34,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",klavio.com,2.9411764705882355
22030,interact quiz maker,77,70,1,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video",klavio.com,70.0
22572,netflix gif maker,78,30,14,,"People also ask, Video",klavio.com,2.142857142857143
23407,animated text gif maker,91,150,23,,"Top stories, Thumbnail, People also ask, Adwords bottom, Sitelinks",klavio.com,6.521739130434782
24734,static gif maker,94,30,35,,"Adwords top, Sitelinks, People also ask, Image pack",klavio.com,0.8571428571428571
25114,moving text gif maker,95,10,23,,"People also ask, Top stories, Thumbnail, Image pack",klavio.com,0.43478260869565216
29256,oak street bootmakers discount code,52,20,2,,Video,springbot.com,10.0
31834,timeline maker,1,33000,38,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,868.421052631579
31836,line graph maker,4,18000,17,,"Adwords top, People also ask, Top stories, Thumbnail",visme.co,1058.8235294117646
31838,pie chart maker,4,27000,21,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,1285.7142857142858
31839,scatter plot maker,4,10000,16,,"Top stories, Thumbnail, People also ask, Video, Knowledge panel",visme.co,625.0
31840,tree diagram maker,1,3000,12,,"Sitelinks, Top stories, Thumbnail, People also ask, Video, Knowledge panel",visme.co,250.0
31841,concept map maker,3,7900,20,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,395.0
31842,free schedule maker,4,14000,26,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,538.4615384615385
31845,quote maker,5,7800,38,,"Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,205.26315789473685
31846,daily schedule maker,2,4300,40,,"Adwords top, Sitelinks, People also ask",visme.co,107.5
31849,online schedule maker,5,9800,24,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,408.3333333333333
31850,free timeline maker,1,2400,37,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,64.86486486486487
31851,online timeline maker,2,2300,37,,"Adwords top, Sitelinks, People also ask",visme.co,62.16216216216216
31855,free concept map maker,1,1400,34,,"Adwords top, Sitelinks, People also ask",visme.co,41.1764705882353
31856,online line graph maker,3,1900,24,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,79.16666666666667
31857,bar graph maker,6,18000,19,,"Top stories, Thumbnail, People also ask",visme.co,947.3684210526316
31858,histogram maker,12,17000,7,,"Top stories, Thumbnail, People also ask, Video",visme.co,2428.5714285714284
31859,presentation maker,1,2000,25,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Video, Knowledge panel",visme.co,80.0
31860,wallpaper maker,5,5600,15,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,373.3333333333333
31861,certificate maker,5,6000,23,,"Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,260.8695652173913
31865,free certificate maker,4,2200,31,,"Sitelinks, Top stories, Thumbnail, People also ask",visme.co,70.96774193548387
31867,decision tree maker,4,2300,17,,"Adwords top, People also ask, Top stories, Thumbnail",visme.co,135.2941176470588
31869,circle graph maker,3,1900,30,,"People also ask, Top stories, Thumbnail",visme.co,63.333333333333336
31870,time line maker,1,1100,37,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,29.72972972972973
31872,timeline maker free,2,1400,37,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,37.83783783783784
31873,class schedule maker,8,23000,30,,"Top stories, Thumbnail, People also ask",visme.co,766.6666666666666
31877,brochure maker,7,14000,29,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Shopping results, Knowledge panel",visme.co,482.7586206896552
31887,youtube channel art maker,8,6900,40,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,172.5
31889,free menu maker,2,1400,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,40.0
31898,free online schedule maker,3,1800,23,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,78.26086956521739
31904,free pie chart maker,2,700,19,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,36.8421052631579
31911,fortnite thumbnail maker,3,900,39,,"Top stories, Thumbnail, People also ask, Video",visme.co,23.076923076923077
31914,youtube banner maker,10,18000,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,514.2857142857143
31918,flash card maker,10,8800,39,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,225.64102564102564
31920,online pie chart maker,3,1100,22,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,50.0
31927,organizational chart maker,6,2300,33,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Knowledge panel",visme.co,69.6969696969697
31933,scatterplot maker,4,1100,16,,"Top stories, Thumbnail, People also ask, Video, Knowledge panel",visme.co,68.75
31935,free brochure maker,7,2600,31,,"Adwords top, People also ask, Top stories, Thumbnail, Video, Shopping results",visme.co,83.87096774193549
31942,flashcards maker,7,2200,36,,"Sitelinks, Top stories, Thumbnail, People also ask",visme.co,61.111111111111114
31946,channel art maker,8,5200,40,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,130.0
31948,school schedule maker,8,2600,18,,"Sitelinks, Top stories, Thumbnail, People also ask",visme.co,144.44444444444446
31949,schedule maker online,5,1400,24,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,58.333333333333336
31952,double bar graph maker,5,1400,20,,"Top stories, Thumbnail, People also ask, Video",visme.co,70.0
31956,plot graph maker,5,1500,31,,"Adwords top, Top stories, Thumbnail, People also ask",visme.co,48.38709677419355
31958,linear graph maker,3,500,16,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,31.25
31980,concept map maker free online,1,200,34,,"Adwords top, Sitelinks, People also ask",visme.co,5.882352941176471
31985,free ebook maker,1,200,13,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,15.384615384615385
31988,probability tree diagram maker,3,350,22,,"Top stories, Thumbnail, People also ask, Image pack",visme.co,15.909090909090908
31990,free card maker,10,4100,40,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,102.5
31996,background maker,7,3300,26,,"Sitelinks, People also ask, Knowledge panel",visme.co,126.92307692307692
31998,free youtube banner maker,8,1800,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,51.42857142857143
31999,inspirational quote maker,5,700,34,,"Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,20.58823529411765
32006,free bar graph maker,4,500,25,,"People also ask, Top stories, Thumbnail",visme.co,20.0
32007,monthly schedule maker,2,700,31,,"Adwords top, Sitelinks, People also ask, Knowledge panel",visme.co,22.580645161290324
32010,pie chart maker with percentages,4,500,30,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video",visme.co,16.666666666666668
32016,free college schedule maker,8,14000,28,,"Top stories, Thumbnail",visme.co,500.0
32017,youtube banner maker free,7,1300,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,37.142857142857146
