#,Keyword,Position,Position History,Position History Date,Volume,URL,Difficulty,Traffic (desc),CPC,Last Update,Page URL inside,SERP Features,Website
39,ecommerce customer acquisition,4,4,,20,https://www.springbot.com/2019/03/3-customer-acquisition-strategies-to-grow-your-ecommerce-business/,7,2.1,11,1/21/2020 14:35,,"Adwords top, Sitelinks, People also ask, Adwords bottom",springbot.com
40,adrolls,7,17,12/8/2019 20:19,40,https://www.springbot.com/2018/04/understanding-online-ad-retargeting-with-adroll/,24,2,,1/7/2020 19:41,,"Adwords top, Sitelinks, People also ask, Tweet box, Top stories, Thumbnail",springbot.com
41,refferal bot,8,8,,50,https://www.springbot.com/our-story/springbots-refer-friend-program/,0,2,,1/17/2020 6:58,,"Top stories, Thumbnail, Video",springbot.com
42,constant contact promotion code 2015,7,7,,40,https://www.springbot.com/2015/11/springbot-enables-ecommerce-merchants-easily-track-revenue-roi-generated-promotion-codes/,6,1.9,,1/19/2020 22:23,,,springbot.com
43,brooks robinson springbot,3,3,,20,https://www.springbot.com/2019/03/springbot-hires-business-and-technology-veteran-as-cfo/,0,1.9,6,12/28/2019 5:40,,"Top stories, Thumbnail, Image pack",springbot.com
44,under summers,13,16,12/11/2019 13:17,200,https://www.springbot.com/2019/03/undersummers-grows-revenue-with-springbot-and-adroll/,0,1.9,0.6,1/11/2020 6:29,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Video, Shopping results",springbot.com
45,springbot careers,1,1,,50,https://www.springbot.com/our-story/careers/hiring/,0,1.9,,1/2/2020 2:05,Sitelinks,"Sitelinks, Image pack, Video",springbot.com
46,holiday readiness,6,7,12/18/2019 16:23,30,https://www.springbot.com/2019-holiday-readiness-quiz/,0,1.8,,1/18/2020 13:03,,"Sitelinks, Top stories, Thumbnail, Knowledge panel",springbot.com
47,athletic apparel industry trends,5,3,12/20/2019 6:24,20,https://www.springbot.com/2018/06/top-ecommerce-trends-for-the-athletic-apparel-industry/,5,1.8,,1/20/2020 7:55,,"People also ask, Adwords bottom, Sitelinks",springbot.com
48,springbot,8,8,,5000,https://www.springbot.com/springbot-overview-demo-video/,10,1.7,1.3,1/22/2020 16:38,Top stories,"Adwords top, Sitelinks, Tweet box, Top stories, Thumbnail",springbot.com
49,rsp nutrition rewards,13,23,12/20/2019 21:32,150,https://www.springbot.com/2018/06/eight-industries-where-loyalty-programs-are-extremely-effective/,0,1.6,,1/20/2020 16:36,,"Sitelinks, Video",springbot.com
50,future of online advertising,4,5,12/6/2019 22:51,20,https://www.springbot.com/2018/06/the-future-of-online-ads-for-ecommerce-marketing/,0,1.6,,1/6/2020 12:20,,"Top stories, Thumbnail, Adwords bottom, Sitelinks",springbot.com
51,top ecommerce industries,4,3,12/19/2019 15:39,20,https://www.springbot.com/2017/08/fastest-growing-ecommerce-industries/,33,1.4,5,1/19/2020 1:52,,"Adwords top, Sitelinks, People also ask, Adwords bottom",springbot.com
52,adroll retargeting,15,15,,250,https://www.springbot.com/2018/04/understanding-online-ad-retargeting-with-adroll/,26,1.3,3.5,12/27/2019 22:44,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",springbot.com
53,how to make a shipping box,15,25,12/4/2019 17:10,150,https://www.springbot.com/2018/04/five-benefits-of-custom-shipping-packages/,10,1.3,7,1/4/2020 3:54,,"Shopping results, Thumbnail, Top stories, People also ask, Image pack, Adwords bottom, Sitelinks",springbot.com
54,pinterest for business 2017,8,8,,30,https://www.springbot.com/2017/01/beginners-guide-pinterest-marketing/,29,1.3,,1/1/2020 6:51,,"People also ask, Top stories, Thumbnail, Image pack",springbot.com
55,furniture ecommerce,12,10,12/16/2019 19:48,80,https://www.springbot.com/2018/07/top-ecommerce-trends-home-furnishing/,1,1.3,7,1/16/2020 6:20,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Knowledge panel",springbot.com
56,why is user generated content is taken more seriously by consumers?,6,6,,20,https://www.springbot.com/2018/03/user-generated-content-ecommerce-marketing-strategy/,0,1.2,,1/16/2020 11:06,,People also ask,springbot.com
57,ecommerce furniture,11,11,,60,https://www.springbot.com/2018/07/top-ecommerce-trends-home-furnishing/,1,1.2,8,1/13/2020 14:56,,"Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Knowledge panel",springbot.com
58,platform partners,18,19,12/8/2019 9:44,300,https://www.springbot.com/our-story/platform-partners/,0,1.2,,1/8/2020 5:28,,"Sitelinks, Image pack",springbot.com
59,why email marketing is king,6,6,,20,https://www.springbot.com/2017/05/why-email-is-still-king/,2,1.2,,1/21/2020 13:56,,"Adwords top, Sitelinks, People also ask",springbot.com
60,magento 2016,6,9,12/18/2019 21:43,20,https://www.springbot.com/category/events/magento-imagine/,9,1.2,,1/18/2020 4:38,,"People also ask, Top stories, Thumbnail, Sitelinks, Video",springbot.com
61,future of online ads,6,2,12/17/2019 4:50,20,https://www.springbot.com/2018/06/the-future-of-online-ads-for-ecommerce-marketing/,0,1.2,,1/17/2020 11:55,,"Featured snippet, Thumbnail, People also ask",springbot.com
62,loyalty jewelry,8,7,11/27/2019 0:15,30,https://www.springbot.com/2018/06/eight-industries-where-loyalty-programs-are-extremely-effective/,0,1.1,,12/25/2019 13:04,,"Shopping results, Thumbnail, Image pack",springbot.com
63,springbot atlanta,1,1,,100,https://www.springbot.com/our-story/careers/,7,1.1,,1/9/2020 1:27,Sitelinks,"Adwords top, Sitelinks, Tweet box, Video, Image pack",springbot.com
64,springbot atlanta,1,1,,100,https://www.springbot.com/pricing/,7,1.1,,1/9/2020 1:27,Sitelinks,"Adwords top, Sitelinks, Tweet box, Video, Image pack",springbot.com
65,springbot atlanta,1,1,,100,https://www.springbot.com/blog/,7,1.1,,1/9/2020 1:27,Sitelinks,"Adwords top, Sitelinks, Tweet box, Video, Image pack",springbot.com
66,atlanta bot,22,22,,2300,https://www.springbot.com/our-story/careers/,2,1.1,0.5,1/21/2020 17:10,,"Sitelinks, Top stories, Thumbnail",springbot.com
67,spring bot,1,1,,450,https://www.springbot.com/our-story/careers/hiring/,10,1.1,2.5,1/5/2020 22:45,Sitelinks,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack",springbot.com
68,spring bot,1,1,,450,https://www.springbot.com/pricing/,10,1.1,2.5,1/5/2020 22:45,Sitelinks,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack",springbot.com
69,spring bot,1,1,,450,https://www.springbot.com/faqs/,10,1.1,2.5,1/5/2020 22:45,Sitelinks,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack",springbot.com
70,spring bot,1,1,,450,https://www.springbot.com/our-story/careers/,10,1.1,2.5,1/5/2020 22:45,Sitelinks,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack",springbot.com
71,spring bot,1,1,,450,https://www.springbot.com/our-story/contact-us/,10,1.1,2.5,1/5/2020 22:45,Sitelinks,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack",springbot.com
72,spring bot,1,1,,450,https://www.springbot.com/our-story/,10,1.1,2.5,1/5/2020 22:45,Sitelinks,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack",springbot.com
73,adroll ads,9,9,,30,https://www.springbot.com/2016/05/optimize-your-adroll-retargeting-performance/,1,1,16,1/17/2020 20:04,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",springbot.com
74,spring ecommerce,13,27,12/13/2019 5:12,80,https://www.springbot.com/2017/02/spring-inspirations-ecommerce-marketer/,26,1,,1/13/2020 14:34,,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack",springbot.com
75,athletic apparel industry 2018,8,14,12/9/2019 11:31,30,https://www.springbot.com/2018/06/top-ecommerce-trends-for-the-athletic-apparel-industry/,10,1,,1/9/2020 19:22,,"Featured snippet, People also ask, Image pack",springbot.com
76,social media holidays 2015,11,23,11/27/2019 14:24,50,https://www.springbot.com/2015/10/7-instagram-content-ideas-inspiration-2015-holidays/,10,0.98,,12/25/2019 14:32,,Image pack,springbot.com
77,exchange promo codes 2015,10,16,12/17/2019 10:49,40,https://www.springbot.com/2015/11/springbot-enables-ecommerce-merchants-easily-track-revenue-roi-generated-promotion-codes/,15,0.98,0.2,1/16/2020 17:54,,Video,springbot.com
78,adroll login,19,19,,300,https://www.springbot.com/2018/04/understanding-online-ad-retargeting-with-adroll/,36,0.95,4,1/10/2020 6:24,,"Sitelinks, Tweet box, Top stories, Thumbnail, People also ask",springbot.com
79,loyalty bot,15,25,12/15/2019 1:56,100,https://www.springbot.com/customer-loyalty-email-marketing-webinar/,2,0.88,,1/15/2020 3:07,,"Top stories, Thumbnail",springbot.com
80,magento imagine 2018,17,15,12/15/2019 18:02,150,https://www.springbot.com/2018/05/our-top-six-takeaways-from-magento-imagine-2018/,1,0.87,,1/15/2020 9:48,,"Top stories, Thumbnail, Video, Image pack, Adwords bottom, Sitelinks",springbot.com
81,referral link bot,10,8,12/11/2019 15:22,30,https://www.springbot.com/our-story/springbots-refer-friend-program/,0,0.82,4.5,1/11/2020 0:50,,"Top stories, Thumbnail",springbot.com
82,fitforcommerce,18,18,,250,https://www.springbot.com/marketing_maturity_webinar/,0,0.8,,12/25/2019 22:54,,"Adwords top, Sitelinks, Image pack, Top stories, Thumbnail",springbot.com
83,shopify free trial,27,27,,1700,https://www.springbot.com/shopify-trial/,14,0.79,5,1/16/2020 17:12,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",springbot.com
84,guess promo codes 2015,12,9,12/21/2019 16:26,50,https://www.springbot.com/2015/11/springbot-enables-ecommerce-merchants-easily-track-revenue-roi-generated-promotion-codes/,11,0.79,,1/21/2020 15:16,,Video,springbot.com
85,ecommerce marketing platform,12,13,11/26/2019 1:50,50,https://www.springbot.com/features/,17,0.76,20,12/24/2019 12:59,,"Adwords top, Sitelinks, People also ask, Adwords bottom",springbot.com
86,email king,8,24,11/27/2019 18:14,20,https://www.springbot.com/2017/05/why-email-is-still-king/,5,0.76,,12/24/2019 14:00,,"Sitelinks, Image pack",springbot.com
87,cybermonday2015,5,5,,100,https://www.springbot.com/2015/12/cyber-monday-2015-recap-3-notable-marketing-trends-online-merchants/,2,0.75,,1/3/2020 7:39,Image pack,"Top stories, Thumbnail, Image pack, Video",springbot.com
88,ads online,16,11,12/4/2019 20:40,300,https://www.springbot.com/features/online-ads/,80,0.75,,1/3/2020 18:18,,"Adwords top, Sitelinks, People also ask, Adwords bottom, Image pack",springbot.com
89,holiday lookbook,14,8,11/26/2019 14:17,70,https://www.springbot.com/resources/lookbooks/2019-holiday-lookbook/,0,0.73,,12/23/2019 18:41,,"Top stories, Thumbnail, Image pack, Adwords bottom, Sitelinks",springbot.com
90,woocommerce partners,9,8,12/4/2019 18:33,20,https://www.springbot.com/our-story/platform-partners/woocommerce/,26,0.7,,1/4/2020 3:23,,"Sitelinks, People also ask, Top stories, Thumbnail",springbot.com
91,magento gold partners,9,7,12/12/2019 1:20,20,https://www.springbot.com/2012/12/springbot-achieves-magento-gold-partner-status/,8,0.65,10,1/12/2020 14:15,,"Adwords top, Sitelinks, People also ask, Image pack, Adwords bottom",springbot.com
92,households goods online,9,11,12/8/2019 4:00,20,https://www.springbot.com/2017/08/household-goods-sell-powerful-brand-community/,5,0.62,0.7,1/8/2020 3:05,,"Adwords bottom, Sitelinks",springbot.com
93,christmas tips 2015,9,9,,20,https://www.springbot.com/2015/07/sighits-beginning-to-look-a-lot-like-christmas-5-holiday-planning-tips/,0,0.62,,1/9/2020 22:15,,"Image pack, Top stories, Thumbnail",springbot.com
94,magento gold partner,9,10,12/14/2019 12:58,20,https://www.springbot.com/2012/12/springbot-achieves-magento-gold-partner-status/,0,0.62,11,1/14/2020 7:23,,"Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Knowledge panel",springbot.com
95,kathleen plate,11,9,11/28/2019 22:11,30,https://www.springbot.com/customer-journey/,2,0.61,0.01,12/26/2019 15:16,,"Sitelinks, Image pack, Top stories, Thumbnail",springbot.com
96,john shlesinger cbre,10,10,,20,https://www.springbot.com/2012/09/springbot-profiled-in-the-atlanta-business-chronicle/,0,0.59,,1/6/2020 23:58,,Image pack,springbot.com
97,constant contact promo code 2015,11,12,11/30/2019 3:24,30,https://www.springbot.com/2015/11/springbot-enables-ecommerce-merchants-easily-track-revenue-roi-generated-promotion-codes/,2,0.59,,12/29/2019 5:52,,"Image pack, Adwords bottom, Sitelinks",springbot.com
98,the company store coupon code 2016,12,12,,40,https://www.springbot.com/2016/09/make-coupon-code-marketing-effective-store/,69,0.59,,12/27/2019 0:57,,"Adwords top, Sitelinks, Image pack, Adwords bottom",springbot.com
99,how to make a referral bot,10,15,12/7/2019 23:34,20,https://www.springbot.com/our-story/springbots-refer-friend-program/,0,0.58,,1/7/2020 13:28,,"Top stories, Thumbnail",springbot.com
100,ecommerce strategy,20,12,11/29/2019 19:47,200,https://www.springbot.com/2017/01/top-5-ecommerce-strategies-2017/,17,0.58,17,12/26/2019 21:21,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Image pack, Adwords bottom",springbot.com
101,coupon code marketing,7,10,12/5/2019 14:45,10,https://www.springbot.com/2016/09/make-coupon-code-marketing-effective-store/,36,0.57,,1/4/2020 16:00,,"Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Thumbnail",springbot.com
102,deloitte rankings,16,16,,90,https://www.springbot.com/2019/11/deloitte-2019-ranking/,13,0.57,,1/20/2020 14:59,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask",springbot.com
103,2018 ecommerce trends,12,20,12/10/2019 5:59,30,https://www.springbot.com/2017/10/2018-ecommerce-trends/,58,0.54,,1/9/2020 20:56,,"Featured snippet, Thumbnail, Sitelinks, Image pack, People also ask",springbot.com
104,adroll remarketing,10,12,11/28/2019 8:36,20,https://www.springbot.com/2018/04/understanding-online-ad-retargeting-with-adroll/,30,0.52,7,12/26/2019 18:31,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",springbot.com
105,marketing scorecard,17,17,,100,https://www.springbot.com/ecommerce-marketing-scorecard/,0,0.52,3,1/21/2020 10:10,,"People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",springbot.com
106,ecommerce industries inc,14,14,,50,https://www.springbot.com/2017/08/fastest-growing-ecommerce-industries/,0,0.52,9,1/20/2020 19:05,,"Adwords top, Sitelinks",springbot.com
107,customer testimonials,26,27,1/14/2020 12:15,1200,https://www.springbot.com/2017/05/7-reasons-customer-testimonials-boost-sales/,48,0.49,4,1/23/2020 1:52,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",springbot.com
108,promo codes for 2015,10,10,,20,https://www.springbot.com/2015/11/springbot-enables-ecommerce-merchants-easily-track-revenue-roi-generated-promotion-codes/,24,0.49,0.2,1/16/2020 7:42,,"People also ask, Top stories, Thumbnail",springbot.com
109,why blogging is important,20,18,12/11/2019 4:31,200,https://www.springbot.com/2018/07/why-blogging-is-important-for-ecommerce/,31,0.49,,1/10/2020 23:59,,"Featured snippet, Thumbnail, People also ask, Top stories",springbot.com
110,build.com coupon code 2016,19,23,12/5/2019 1:39,200,https://www.springbot.com/2016/09/make-coupon-code-marketing-effective-store/,11,0.49,,1/4/2020 20:54,,"Adwords top, Sitelinks, Image pack, Video",springbot.com
111,target promo code august 2016,20,20,,200,https://www.springbot.com/2016/08/unique-coupon-capability-enables-online-merchants-using-springbot-to-better-target-customers-drive-sales/,58,0.48,0.1,1/4/2020 15:50,,"People also ask, Video, Image pack",springbot.com
112,shopify unite 2018,15,13,12/7/2019 18:40,60,https://www.springbot.com/2018/05/the-rundown-shopify-unite-2018-springbot/,7,0.48,,1/6/2020 23:21,,"Sitelinks, Top stories, Thumbnail, Image pack",springbot.com
113,greater good coupon code 2016,15,21,12/15/2019 4:08,60,https://www.springbot.com/2016/09/3-ways-beef-discount-strategy-unique-coupon-codes/,31,0.46,0.15,1/14/2020 23:40,,Image pack,springbot.com
114,ecommerce marketing automation,17,15,11/26/2019 13:45,80,https://www.springbot.com/features/,17,0.42,50,12/23/2019 10:10,,"Sitelinks, Top stories, Thumbnail, Adwords bottom, Knowledge panel",springbot.com
115,coupon codes 2016,11,19,12/18/2019 19:56,20,https://www.springbot.com/2016/09/make-coupon-code-marketing-effective-store/,34,0.41,,1/17/2020 18:18,,"Top stories, Thumbnail",springbot.com
116,fitness apparel industry,9,9,,10,https://www.springbot.com/2018/06/top-ecommerce-trends-for-the-athletic-apparel-industry/,1,0.39,1.6,1/10/2020 23:47,,People also ask,springbot.com
117,ecommerce expo south florida,11,13,12/16/2019 12:35,20,https://www.springbot.com/2015/12/springbot-ecommerce-expo-south-florida/,0,0.39,7,1/15/2020 22:52,,"Top stories, Thumbnail",springbot.com
118,outdoor shopify stores,13,13,,30,https://www.springbot.com/2017/08/ace-selling-outdoor-goods-online/,0,0.38,,1/10/2020 10:24,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Adwords bottom",springbot.com
119,bidiq,13,9,12/12/2019 5:23,30,https://www.springbot.com/features/online-ads/,0,0.38,,1/12/2020 16:19,,Video,springbot.com
120,how does adroll work,14,18,12/6/2019 7:04,40,https://www.springbot.com/2016/05/optimize-your-adroll-retargeting-performance/,5,0.38,18,1/5/2020 18:08,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",springbot.com
121,what does adroll do,14,13,12/7/2019 11:34,40,https://www.springbot.com/2019/02/5-reasons-ecommerce-smbs-leverage-adroll-drive-sales/,29,0.36,7,1/7/2020 3:01,,"Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Thumbnail",springbot.com
122,hammockgear,15,18,1/7/2020 3:34,1400,https://www.springbot.com/2019/03/homing-in-on-holiday-success-with-hammock-gear/,4,0.35,,1/15/2020 2:19,,"Sitelinks, Top stories, Thumbnail",springbot.com
123,springbot login,1,1,,60,https://www.springbot.com/our-story/careers/hiring/,5,0.35,,1/15/2020 11:18,Sitelinks,"Sitelinks, Video, Image pack",springbot.com
124,springbot login,1,1,,60,https://www.springbot.com/pricing/,5,0.35,,1/15/2020 11:18,Sitelinks,"Sitelinks, Video, Image pack",springbot.com
125,springbot login,1,1,,60,https://www.springbot.com/our-story/careers/,5,0.35,,1/15/2020 11:18,Sitelinks,"Sitelinks, Video, Image pack",springbot.com
126,springbot login,1,1,,60,https://www.springbot.com/our-story/,5,0.35,,1/15/2020 11:18,Sitelinks,"Sitelinks, Video, Image pack",springbot.com
127,ecommerce stats 2017,11,12,12/4/2019 6:38,20,https://www.springbot.com/2018/01/ten-2017-ecommerce-stats-learn-use-2018/,79,0.33,,1/3/2020 17:57,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask",springbot.com
128,automotive industry trends 2017,21,22,12/6/2019 16:30,150,https://www.springbot.com/2017/09/current-trends-in-the-automotive-industry/,24,0.33,2,1/6/2020 2:58,,"Featured snippet, Thumbnail, People also ask, Image pack",springbot.com
129,mediatraffic review,15,19,12/11/2019 23:38,40,https://www.springbot.com/2016/10/7-effective-ways-to-increase-your-social-media-traffic-and-conversions/,0,0.32,,1/11/2020 10:39,,Video,springbot.com
130,herschel cyber monday,3,3,,30,https://www.springbot.com/2017/11/prepare-ecommerce-black-friday-cyber-monday/,2,0.32,,1/4/2020 6:58,Image pack,"Image pack, People also ask, Top stories, Thumbnail",springbot.com
131,uo coupon codes 2016,10,10,,10,https://www.springbot.com/2016/09/3-ways-beef-discount-strategy-unique-coupon-codes/,38,0.31,,12/31/2019 3:17,,"People also ask, Video, Image pack",springbot.com
132,boys and girls club of metro atlanta,23,23,,200,https://www.springbot.com/2018/04/springbot-ceo-joins-board-of-boys-girls-club/,6,0.31,1.5,1/8/2020 5:27,,"Adwords top, Sitelinks, Tweet box, Top stories, Thumbnail, Image pack",springbot.com
133,kathleen plate,2,2,,30,https://www.springbot.com/customer-journey/,2,0.3,0.01,12/26/2019 15:16,Image pack,"Sitelinks, Image pack, Top stories, Thumbnail",springbot.com
